id|name|complexity|services|accreditationCode|departmentName|municipalityName|lat|lng|municipalityId|departmentId
838000096|E.S.E. Hospital San Rafael|2|cx general, cx maxilofacial, cx ortopédica|9100100019|Amazonas|Leticia|-4.208478502|-69.94299548|91001|91
900142282|Fundación Clínica Leticia|2|cx general, cx ginecológica, cx maxilofacial, cx ortopédica, cx oftalmológica, cx gastrointestinal, cx otorrinolaringología, cx dermatológica, cx urología|9100100069|Amazonas|Leticia|-4.216646104|-69.93730385|91001|91
800107179|Clínica Ama|0|cx general, cx ginecológica, cx ortopédica, cx urológica|500100012|Antioquia|Medellín|6.261893661|-75.5614121|5001|5
890981374|Fundación Instituto Neurológico de Colombia|2|cx general, cx neurocirugía|500101150|Antioquia|Medellín|6.25270179|-75.56349754|5001|5
800024834|Clínica de Otorrinolaringología de Antioquia S.A. - Orlant Sa|2|cx tórax, cx maxilofacial, cx otorrinolaringología, cx plástica, cx estética, cx otras cxs|500101188|Antioquia|Medellín|6.240708354|-75.57951505|5001|5
800051998|Clínica de Oftalmología Sandiego S.A.|2|cx oftalmológica, cx otorrinolaringología, cx dermatológica|500101498|Antioquia|Medellín|6.22923441|-75.56905674|5001|5
890936927|Centro de Ortopedia del Poblado S.A.S.|2|cx ortopédica|500101504|Antioquia|Medellín|6.209595281|-75.56910998|5001|5
811016273|Salud Reproductiva|2|cx ginecológica, cx urológica|500101550|Antioquia|Medellín|6.250372922|-75.56329242|5001|5
890900650|Clínica de Oftalmología Santa Lucia|2|cx oftalmológica, cx otorrinolaringología, cx plástica, cx estética|500101615|Antioquia|Medellín|6.216617402|-75.57005745|5001|5
890905843|Clínica El Rosario Sede Centro|1|cx general, cx ginecológica, cx maxilofacial, cx ortopédica, cx plástica, cx estética, cx urológica, cx neurocirugía|500102092|Antioquia|Medellín|6.255798889|-75.55633972|5001|5
890905843|Clínica El Rosario Sede El Tesoro|1|cx tórax, cx neurocirugía, cx urológica, cx vascular, cx angiológica, cx plástica, cx estética, cx pediátrica, cx oncológica, cx otorrinolaringología, cx ortopédica, cx maxilofacial, cx ginecológica, cx general, cx cardiovascular, cx cabeza, cx cuello|500102092|Antioquia|Medellín|6.194049694|-75.55741108|5001|5
890903777|Sociedad Médica Antioqueña S.A. Soma|1|cx maxilofacial, cx ginecológica, cx general, cx de cabeza, cx cuello, cx ortopédica, cx otorrinolaringología, cx pediátrica, cx plástica, cx estética, cx urológica, cx de la mano, cx de tórax, cx gastrointestinal, cx neurocirugía|500102101|Antioquia|Medellín|6.249010918|-75.56451707|5001|5
890901826|Hospital Pablo Tobón Uribe|1|cx cardiovascular, cx neurocirugía, cx gastrointestinal, cx de tórax, cx de mama, cx tumores tejidos blandos, cx de la mano, cx otras cxs, cx urológica, cx vascular, cx angiológica, cx plástica, cx estética, cx pediátrica, cx oncológica, cx otorrinolaringología, cx oftalmológica, cx ortopédica, cx ginecológica, cx general, cx de cabeza, cx cuello|500102104|Antioquia|Medellín|6.277364266|-75.57986096|5001|5
811046900|Clínica Cardio Vid|2|cx general, cx cardiovascular, cx ginecológica, cx maxilofacial, cx oral, cx plástica, cx estética, cx vascular, cx angiológica, cx urológica, cx neurocirugía, cx de tórax|500102110|Antioquia|Medellín|6.225006671|-75.57473026|5001|5
890933408|Clínica Oftalmológica de Antioquia|2|cx otorrinolaringología, cx oftalmológica|500102118|Antioquia|Medellín|6.224344122|-75.57468888|5001|5
800044402|Inversiones Médicas de Antioquia S.A. Clínica Las Vegas|1|otras cxs, cx cardiovascular, cx general, cx ginecológica, cx maxilofacial, cx ortopédica, cx otorrinolaringología, cx neurocirugía, cx gastrointestinal, cx dermatológica, cx de la mano, cx urológica, cx vascular, cx angiológica, cx plástica, cx estética|500102120|Antioquia|Medellín|6.203360686|-75.57635728|5001|5
890982608|Corporación Para Estudios En Salud Clínica Ces|1|cx mano, cx otras cxs, cx dermatológica, cx neurocirugía, cx gastrointestinal, cx urológica, cx plástica, cx estética, cx otorrinolaringología, cx oftalmológica, cx ortopédica, cx maxilofacial, cx general, cx cardiovascular, cx de cabeza, cx cuello, cx de tórax, cx ginecológica|500102124|Antioquia|Medellín|6.257082904|-75.56552646|5001|5
800067065|Clínica Las Américas|2|neurocirugía, cx de la mano, cx urológica, cx vascular, cx angiológica, cx plástica, cx estética, cx pediátrica, cx oral, cx de tórax, cx oncológica, cx otorrinolaringología, cx ortopédica, cx maxilofacial, cx ginecológica, cx general, cx cardiovascular, cx de cabeza, cx cuello, cx de mama, cx tumores tejidos blandos|500102126|Antioquia|Medellín|6.182559877|-75.58380275|5001|5
800067065|Clínica Las Américas Auna - Sede Sur|0|ginecológica, cx urológica, cx plástica, cx estética, cx ortopédica, cx general, cx oncológica, cx pediátrica, cx neurocirugía, cx vascular, cx angiológica|500102126|Antioquia|Envigado|6.21647478|-75.59523007|5266|5
890904646|Hospital General de Medellín Luz Castro de Gutiérrez, Empresa Social del Estado|1|plástica, cx estética, cx pediátrica, cx oncológica, cx urológica, cx de tórax, cx otorrinolaringología, cx ortopédica, cx maxilofacial, cx ginecológica, cx general, cx cardiovascular, cx neurocirugía|500102144|Antioquia|Medellín|6.234331666|-75.57318381|5001|5
890911816|Clínica Medellín Occidente|2|de cabeza, cx cuello, cx cardiovascular, cx general, cx ginecológica, cx maxilofacial, cx ortopédica, cx otorrinolaringología, cx oncológica, cx oral, cx plástica, cx estética, cx vascular, cx angiológica, cx urológica, cx otras cxs, cx mano, cx de mama, cx tumores tejidos blandos, cx dermatológica, cx de tórax, cx gastrointestinal, cx neurocirugía|500102172|Antioquia|Medellín|6.233056974|-75.58438005|5001|5
890911816|Clínica Medellín Poblado|2|cx general, cx ginecológica, cx maxilofacial, cx ortopédica, cx oftalmológica, cx otorrinolaringología, cx plástica, cx estética, cx urológica, cx de la mano, cx de mama, cx tumores tejidos blandos, cx dermatológica, cx gastrointestinal|500102172|Antioquia|Medellín|6.207880593|-75.57134949|5001|5
890900518|Fundación Hospitalaria San Vicente de Paul|1|cx dermatológica, cx de tórax, cx gastrointestinal, cx plástica oncológica, cx neurocirugía, cx ortopédica, cx maxilofacial, cx ginecológica, cx general, cx cardiovascular, cx de cabeza, cx cuello, cx de la mano, cx oftalmológica, cx otorrinolaringología, cx oncológica, cx otras cxs, cx oral, cx pediátrica, cx plástica, cx estética, cx vascular, cx angiológica, cx urológica|500102175|Antioquia|Medellín|6.262970444|-75.56557988|5001|5
800058016|Unidad Hospitalaria Nuevo Occidente|2|cx ginecológica|500102178|Antioquia|Medellín|6.281433117|-75.61271253|5001|5
800058016|Unidad Hospitalaria de Belén Héctor Abad Gómez|2|cx urológica, cx ortopédica, cx general|500102178|Antioquia|Medellín|6.22936311|-75.59827976|5001|5
800146467|Quirófanos Llanogrande By Orve|0|neurocirugía, cx urológica, cx oftalmológica, cx pediátrica, cx general, cx vascular, cx angiológica, cx otras cxs, cx ginecológica, cx plástica, cx estética, cx otorrinolaringología, cx ortopédica, cx maxilofacial|500103442|Antioquia|Rionegro|6.197887219|-75.55708325|68615|5
890902922|Clínica Universitaria Bolivariana|1|cx urológica, cx otras cxs, cx de tórax, cx neurocirugía, cx vascular, cx angiológica, cx plástica, cx estética, cx pediátrica, cx otorrinolaringología, cx ortopédica, cx maxilofacial, cx ginecológica, cx general, cx de cabeza, cx cuello, cx oftalmológica|500103448|Antioquia|Medellín|6.277129271|-75.58200945|5001|5
890934747|Clínica de Fracturas de Medellín Ltda.|2|cx ortopédica|500103923|Antioquia|Medellín|6.212570314|-75.57606394|5001|5
811026259|Bioforma S.A. Medicina Especializada|2|cx maxilofacial, cx otorrinolaringología, cx plástica, cx estética|500103951|Antioquia|Medellín|6.182694394|-75.56465454|5001|5
890933857|Centro de Ortopedia Y Traumatología El Estadio S.A.|2|cx ortopédica|500104210|Antioquia|Medellín|6.258967822|-75.59119166|5001|5
811007832|IPS Sura Industriales Medellín|2|cx general, cx ginecológica, cx maxilofacial, cx ortopédica, cx oftalmológica, cx otorrinolaringología, cx plástica, cx estética, cx urológica, cx de la mano, cx dermatológica|500104259|Antioquia|Medellín|6.229150868|-75.57453585|5001|5
800168083|Cooperativa Antioqueña de Salud Sede Spazio|0|cx otorrinolaringología, cx general, cx plástica, cx estética, cx dermatológica, cx ortopédica|500104347|Antioquia|Medellín|6.239221902|-75.59938812|5001|5
890938774|Clínica del Prado Ciudad del Rio|2|cx plástica, cx estética, cx general, cx ginecológica, cx pediátrica, cx urológica|500104648|Antioquia|Medellín|6.222403119|-75.57494954|5001|5
890919272|Asociación Medellín de Lucha Contra El Cáncer "Medicáncer"|0|cx dermatológica, cx de mama, cx tumores tejidos blandos, cx urológica, cx ginecológica, cx general, cx ortopédica|500104789|Antioquia|Medellín|6.265100854|-75.56509365|5001|5
860013779|Profamilia Medellín Centro|2|cx general, cx ginecológica, cx urológica|500104917|Antioquia|Medellín|6.251575126|-75.56164542|5001|5
800241602|Fundación Colombiana de Cancerología Clínica Vida|2|neurocirugía, cx plástica oncológica, cx gastrointestinal, cx de tórax, cx dermatológica, cx otras cxs, cx urológica, cx plástica, cx estética, cx oncológica, cx otorrinolaringología, cx ortopédica, cx maxilofacial, cx ginecológica, cx general, cx de cabeza, cx cuello, cx pediátrica|500105586|Antioquia|Medellín|6.240038044|-75.57901644|5001|5
890901825|Fundación Clínica Noel|2|cx dermatológica, cx otras cxs, cx plástica, cx estética, cx pediátrica, cx oral, cx otorrinolaringología, cx ortopédica, cx maxilofacial|500105816|Antioquia|Medellín|6.215500113|-75.57710564|5001|5
811016192|Sede Principal Hospital Alma Máter de Antioquia|1|neurocirugía, cx de cabeza, cx cuello, cx gastrointestinal, cx urológica, cx ginecológica, cx vascular, cx angiológica, cx plástica, cx estética, cx oncológica, cx otorrinolaringología, cx oftalmológica, cx ortopédica, cx maxilofacial|500105909|Antioquia|Medellín|6.266852142|-75.56434976|5001|5
890905177|E.S.E. Hospital La María|1|cx general, cx ginecológica, cx maxilofacial, cx ortopédica, cx otorrinolaringología, cx plástica, cx estética, cx vascular, cx angiológica, cx urológica, cx de tórax, cx neurocirugía|500106086|Antioquia|Medellín|6.286619929|-75.57406419|5001|5
811038014|Clínica de Oncología Astorga|0|cx ortopédica, cx ginecológica, cx de cabeza, cx cuello, cx urológica, cx plástica, cx estética, cx oncológica, cx general, cx otras cxs|500108165|Antioquia|Medellín|6.209897784|-75.573153|5001|5
900038926|Clínica Central Fundadores|2|neurocirugía, cx gastrointestinal, cx urológica, cx vascular, cx angiológica, cx oral, cx otorrinolaringología, cx ortopédica, cx maxilofacial, cx ginecológica, cx general|500109099|Antioquia|Medellín|6.251216321|-75.56428162|5001|5
900033806|Clínica del Campestre S A|2|cx pediátrica, cx de la mano, cx ortopédica, cx dermatológica|500109214|Antioquia|Medellín|6.188243659|-75.57843805|5001|5
900071466|Iq Interquirófanos S.A.|2|cx tórax, cx general, cx plástica, cx estética , cx ginecológica, cx maxilofacial, cx ortopédica|500109525|Antioquia|Medellín|6.206755147|-75.57016845|5001|5
900063460|Cliniq dermoestética Y Laser S.A.|2|cx maxilofacial, cx plástica, cx estética|500110244|Antioquia|Medellín|6.240862966|-75.59216256|5001|5
900219120|Viva 1a IPS Bolivia|2|cx otorrinolaringología, cx ortopédica, cx ginecológica, cx pediátrica, cx general, cx urológica|500110471|Antioquia|Medellín|6.250979961|-75.5592471|5001|5
900274660|Instituto Colombiano del Dolor S.A.S. Poblado|2|cx plástica, cx estética, cx urológica, cx de mama, cx tumores tejidos blandos, cx otorrinolaringológica, cx ortopédica, cx maxilofacial, cx general, cx de la mano|500111147|Antioquia|Medellín|6.192276173|-75.56159757|5001|5
900408220|Nueva Clínica Sagrado Corazón S.A.S.|2|neurocirugía, cx general, cx ginecológica, cx maxilofacial, cx ortopédica, cx otorrinolaringológica, cx vascular, cx angiológica, cx urológica|500111746|Antioquia|Medellín|6.243025774|-75.55748261|5001|5
900438216|Clínica Genezen S.A.S.|0|clínica dermatológica, cx general, cx ginecológica, cx ortopédica, cx de mama, cx tumores tejidos blandos, cx urológica, cx otorrinolaringológica, cx vascular, cx angiológica, cx plástica, cx estética|500111919|Antioquia|Medellín|6.191705726|-75.57988022|5001|5
900438216|Clínica Genezen Sede Puerto Berrío|0|clínica urológica, cx otorrinolaringológica, cx dermatológica, cx ortopédica, cx ginecológica, cx general|500111919|Antioquia|Puerto Berrío|6.488843842|-74.40429198|5579|5
900547542|Funsalud- IPS Alianza Y Salud|2|cx ginecológica, cx maxilofacial, cx urológica, cx ortopédica|500112540|Antioquia|Medellín|6.249048032|-75.58704739|5001|5
900625317|Corporación Hospital Infantil Concejo de Medellín|2|cx plástica, cx estética, cx neurocirugía, cx pediátrica, cx otorrinolaringología, cx ortopédica, cx general|500113131|Antioquia|Medellín|6.268432611|-75.55875342|5001|5
900618986|Quirófanos El Tesoro|2|cx pediátrica, cx maxilofacial, cx de tórax, cx general, cx ginecológica, cx ortopédica, cx otorrinolaringología, cx plástica, cx estética, cx urológica, cx de la mano, cx dermatológica|500113152|Antioquia|Medellín|6.199077658|-75.56171022|5001|5
900699359|Neuromédica Rionegro|2|cx general, cx maxilofacial, cx ortopédica, cx otorrinolaringología, cx plástica, cx estética, cx vascular, cx angiológica, cx urológica, cx otras cxs, cx neurocirugía, cx de cabeza, cx cuello|500114294|Antioquia|Rionegro|6.140323448|-75.37891965|68615|5
900699359|Neuromédica Mayorca|2|cx plástica, cx estética, cx otorrinolaringología, cx vascular, cx angiológica, cx urológica, cx ortopédica, cx oftalmológica, cx general, cx de mama, cx tumores tejidos blandos|500114294|Antioquia|Sabaneta|6.160346204|-75.60511875|5631|5
901094037|Traumacentro S.A.A.|2|cx ortopédica|500116791|Antioquia|Medellín|6.246096659|-75.58365462|5001|5
901180382|Visión Integrados S.A.S.|2|cx ortopédica, cx oftalmológica|500117155|Antioquia|Medellín|6.239374202|-75.58749262|5001|5
901212900|Especialistas En Salud IPS S.A.S.|0|cx general, cx ortopédica, cx otorrinolaringología, cx ginecológica, cx urológica|500117823|Antioquia|Medellín|6.247061232|-75.56680475|5001|5
890982264|Empresa Social del Estado Hospital San Juan de Dios|2|cx vascular, cx angiológica, cx maxilofacial, cx general, cx ginecológica, cx ortopédica, cx oftalmológica, cx otorrinolaringológica, cx urológica|504205478|Antioquia|Santa Fé de Antioquia|6.554054968|-75.82319435|5042|5
800058856|Clínica de Urabá S.A.|2|clínica otorrinolaringológica, cx oral, cx urológica, cx dermatológica, cx ortopédica, cx maxilofacial, cx general, cx ginecológica|504501359|Antioquia|Apartadó|7.887633147|-76.63726864|5045|5
800123572|Clínica Chinita Sa|2|cx general, cx ginecológica, cx ortopédica, cx otorrinolaringológica, cx urológica|504506160|Antioquia|Apartadó|7.886265928|-76.62997114|5045|5
900390423|Promotora Clínica Zona Franca de Urabá|2|cx mano, cx pediátrica, cx otorrinolaringológica, cx plástica, cx estética, cx neurocirugía, cx urológica, cx vascular, cx angiológica, cx ortopédica, cx maxilofacial, cx ginecológica, cx general|504513197|Antioquia|Apartadó|7.852265124|-76.64079309|5045|5
900226451|Especialidades Médicas Metropolitanas S.A.S.|2|neurocirugía, cx vascular, cx angiológica, cx cardiovascular|508810819|Antioquia|Bello|6.339233165|-75.54148412|5088|5
900421895|Fundación Clínica del Norte|1|neurocirugía, cx mano, cx urológica, cx oral, cx ortopédica, cx maxilofacial, cx ginecológica, cx general, cx cardiovascular|508811823|Antioquia|Bello|6.343128263|-75.54604331|5088|5
901597551|Cliniverso|0|cx ginecológica, cx plástica, cx estética, cx general, cx maxilofacial, cx ortopédica, cx otorrinolaringología, cx vascular, cx angiológica, cx urológica, cx neurocirugía|508821584|Antioquia|Bello|6.337917345|-75.54567075|5088|5
890907241|E.S.E. Hospital La Merced de Ciudad Bolívar|2|cx ortopédica, cx ginecológica, cx general|510102139|Antioquia|Ciudad Bolívar|5.84619998|-76.00938385|5101|5
890907215|E.S.E. Hospital San Vicente de Paúl de Caldas|2|cx urológica, cx ortopédica, cx ginecológica, cx general|512902146|Antioquia|Caldas|6.087056783|-75.63432542|15131|5
890980757|E.S.E. Hospital Cesar Uribe Piedrahita|2|cx ortopédica, cx oftalmológica, cx urológica, cx ginecológica, cx general|515402201|Antioquia|Caucasia|7.996689764|-75.19706752|5154|5
811002429|Clínica Pajonal Limitada|2|cx general, cx ginecológica, cx ortopédica, cx pediátrica, cx otorrinolaringología|515403817|Antioquia|Caucasia|7.982366298|-75.20209258|5154|5
900891534|Mefesalud IPS Caucasia Sede 2|0|neurocirugía, cx ortopédica, cx maxilofacial, cx general|515414687|Antioquia|Caucasia|7.991240223|-75.1959773|5154|5
800092616|Clínica de Especialistas Envigado|2|cx general, cx ginecológica, cx otorrinolaringológica, cx plástica, cx estética, cx dermatológica, cx oftalmológica, cx urológica, cx ortopédica|526604343|Antioquia|Envigado|6.175551898|-75.58473092|5266|5
